Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
Flipkart Customer,5,Terrific purchase,Worth,0,1,"Feb, 2020"
RAHUL PARMAR,5,Must buy!,PUB G,0,0,"Feb, 2020"
Ganesh Kumar,5,Excellent,Highly recommended mobile,0,0,"Feb, 2020"
Ovesh Kazi,5,Excellent,Pubg ke Liye Best phone poco f1 😍😎😋,0,0,"Feb, 2020"
Donamol  Tomy ,5,Terrific,Its ok,0,0,"Feb, 2020"
Manojit Jena,4,Good quality product.. Love This,Awesome Mobile In Its Range.,0,0,"Feb, 2020"
Flipkart nikki Customer tomar,5,Great product,Ek no pubg phone,0,0,"Feb, 2020"
Shan Empire,5,Just wow!,Process is amazing,0,0,"Feb, 2020"
Abhijit Ghosh,5,Perfect product!,Nice product and delivery is sooo much good...,0,0,"Feb, 2020"
Prajwal Bhat,5,Must buy!,Expect of gamers,0,0,"Feb, 2020"
Jerin Kj,5,Best in the market!,"Super phone for gaming,photography, and much more",0,0,"Feb, 2020"
MD MEHEDI HOSSAIN,5,Terrific,Very nice,0,0,"Feb, 2020"
Anuradha R,4,Pretty good,A good smartphone holds up even in 2919,0,0,"Feb, 2020"
biswajit kalia,5,Perfect product!,good ,0,1,"Feb, 2020"
Suraj Sutar,5,Perfect product!,Camera & battery performance are superb nice product value for money ! Tq poco phone f1,0,0,"Feb, 2020"
Salmon Gandham,4,Wonderful,Not bad it's ok,0,0,"Feb, 2020"
Vikas Thakur,5,Magnificent & un-beatable mid-range phone for 2020,I bought this phone as a gift for just 13k.,0,0,"Feb, 2020"
Flipkart Customer,5,Wonderful,Phone is super awesome but screen got yellow spot just after 1 year. May be due to poor manufacturing. I don't know what to do now.,0,0,"Feb, 2020"
Alok Kumar Singh,1,Horrible,Bad signal. The data is intermittent. Battery was worst. Used to switch off within hours.,0,1,"Feb, 2020"
kundan kharyal,1,Absolute rubbish!,"within 3 months of use, battery performance reduced...now it takes more than 6 hrs to charge from 25%to 100%....Battery drains very fast now...Now after 3 months of use, i am always stuck with a charging point and even on continous charging, if i use you phone, battery still drains and instead of increasing ,its charge reduces....",0,4,"Feb, 2020"
Sudipto Sarkar,5,Perfect product!,Used above 1 year. Had no issue. 😊,0,0,"Feb, 2020"
Deepak R,5,Mind-blowing purchase,Amazing 😍👌🏻 phone u Never come across this kind of stuff must buy product,0,0,"Feb, 2020"
Flipkart Customer,5,Must buy!,"Best mobile with great performance, slightly disappointed with display. Overall a great choice.",0,0,"Feb, 2020"
Pavan Bajaj,5,Awesome,I am sure about poco F1 it is all time favourite phone as of now and in the market other phones till this phone has his own unique standing,0,0,"Feb, 2020"
Flipkart Customer,4,Delightful,Average quality not bad,0,0,"Feb, 2020"
Flipkart Customer,5,Mind-blowing purchase,Flagship killer....,0,0,"Feb, 2020"
akash yadav,5,Classy product,Best for gaming specifically for pubg mobile lovers,0,0,"Feb, 2020"
Kanth,5,Fabulous!,Awesome,0,0,"Feb, 2020"
Flipkart Customer,3,Just okay,gaming very lag,0,2,"Feb, 2020"
Pintu jhama,5,Classy product,super,0,0,"Feb, 2020"
Kavi,5,Classy product,Nice product,0,0,"Feb, 2020"
Flipkart Customer,5,Highly recommended,Its a nice phone to have . processor is really good,0,0,"Feb, 2020"
Sandeep Yadav,5,Highly recommended,good,0,0,"Feb, 2020"
Praveen  Mulimani ,5,Wonderful,Super,0,0,"Feb, 2020"
Vinod Kumar Ojha,3,Nice,poor phone,0,0,"Feb, 2020"
Ramesh B,5,Perfect product!,Better,0,0,"Feb, 2020"
vishnu prasad.t,5,Worth every penny,"Nothing to say ,,superb",0,0,"Feb, 2020"
Parth Sura,5,Just wow!,Best phone in this price,0,0,"Feb, 2020"
Pranjit Kalita,5,Great product,Superb phone,0,0,"Feb, 2020"
Flipkart Customer,5,Must buy!,Awesome phone 👍,0,0,"Feb, 2020"
Priyanka Kumar,5,Awesome,All rounder phone 📱,0,0,"Feb, 2020"
bharath kumar,5,Highly recommended,Awesome mobile peak performance,0,0,"Feb, 2020"
Harsha Vuyyuru,1,Not recommended at all,The drag down scroll not working and sometimes the touch not responding i think the seller sold a refurbished phone..,0,0,"Feb, 2020"
Flipkart Customer,5,Awesome,Best quality,0,0,"Feb, 2020"
Rajveer Kunal,5,Super!,Nice choice and Excellent for gaming (PUBG).,0,0,"Feb, 2020"
jayendra vasani,4,Pretty good,Overall it’s good performance phone. Touch is not upto the mark in this price segment. Performance wise it’s really good. Camera is good.,0,0,"Feb, 2020"
Anand Dave,5,Fabulous!,I m not believe in Chinese product but after using this phone really impress me one of the best phone in this sag meant really nice phone,0,0,"Feb, 2020"
Raja  Ravi,5,Fabulous!,This product is gd but after 1year better life 60per only,0,0,"Feb, 2020"
Sarvesh Patil,5,Must buy!,Im satisfied with this phone i love it,0,0,"Feb, 2020"
Nirbhay  Kumar ,4,Very Good,Good,0,0,"Feb, 2020"
Santush Lalung,4,Nice product,Nice,0,0,"Feb, 2020"
Priyanshu pratap Singh,4,Nice product,"Gaming phone, better experience,",0,0,"Feb, 2020"
Praveen Peter,4,Delightful,I think nice mobile,0,0,"Feb, 2020"
Sruthi Ramesh,5,worth for money,awesome phone,0,0,"Feb, 2020"
Adarsh Shetty,5,Excellent,Good,0,0,"Feb, 2020"
Sanat Karmakar,4,Nice product,budget friendly best smartphone,0,0,"Feb, 2020"
Rama  Prathap Achari Kammari,5,Fabulous!,Nice product,0,0,"Feb, 2020"
Nirvair Sidhu,5,Terrific purchase,Pictures shots by pocoF1,0,0,"Feb, 2020"
Rajani  KULKARNI,5,Mind-blowing purchase,"One of best mobile I have seen so far under 20k .... Camera superb, battery excellent....",0,0,"Feb, 2020"
Sai Chaitanya Katta,4,Value-for-money,Excllent phone for the pubg,0,0,"Feb, 2020"
Vinayak Deshmane,5,Terrific purchase,Wonderful Phone Poco F1,0,0,"Feb, 2020"
Nandish chinnappa,5,Awesome,superb phone.Thank you flipkart for delivering on Time.,0,0,"Feb, 2020"
Sugat  Kaware,5,Best in the market!,it's a decent phone....but it's bloatwear sucks,0,0,"Feb, 2020"
vinayak bhise,1,Did not meet expectations,Worst ! Display is heating excessive while Gaming. You dont need bornfire in Winter you can buy Poco f1 🌚,0,0,"Feb, 2020"
Rajarshi Debnath,3,Excellent Performance but screen durability is unacceptable.,All performances are excellent. But you will end up spending loads of cash in replacing the screen. The screen is very very fragile.,0,0,"Feb, 2020"
Basanta Singha,4,Good quality product,Good,0,0,"Feb, 2020"
sachinkumar  junjannavar ,5,Great product,value for money. great experience. looks good.,0,0,"Feb, 2020"
ARJUN BHIVAJI  YELE ,5,Perfect product!,Bor mobile,0,0,"Feb, 2020"
Vipul Narayan,4,Very Good,Nice phone,0,0,"Feb, 2020"
kumaravel Nagaraj,1,Useless product,Camera is poor,0,0,"Feb, 2020"
Rakesh Mandal,3,Does the job,Network Problem .,0,0,"Feb, 2020"
Jyotirmayee Bhoi,5,Terrific,Armored edition is definitely a better option if you want to keep it scratch free on body,0,0,"Feb, 2020"
Thomas,5,Terrific,Thanks to mi,0,0,"Feb, 2020"
Anurag Das,4,Pretty good,Gd product,0,0,"Feb, 2020"
Flipkart Customer,5,Terrific purchase,Awesome product for gaming,0,0,"Feb, 2020"
Jaydeep  Baidya,5,Simply awesome,I luv it,0,0,"Feb, 2020"
SUMAN LALA,4,Good quality product,nice product...for pubg gaming...,0,0,"Feb, 2020"
Prithivirajan  Krishnan,5,Worth every penny,Fantastic,0,0,"Feb, 2020"
Flipkart Customer,4,Wonderful,superb phone.Great battery backup,0,0,"Feb, 2020"
NITEESH SINHA ,5,Excellent,Very good product at this price.,0,0,"Feb, 2020"
Raj Dip,5,Awesome,I love this phone.....this phone is osm....camera quality is best....,0,0,"Feb, 2020"
Flipkart Customer,5,Super!,Good phone,0,0,"Feb, 2020"
Renganathan  S,5,Classy product,Super,0,0,"Feb, 2020"
Apernit Chaudhary,4,Very Good,Good phone for gaming...front camera ok...rear camera great...boutbit for 22k but now its 16k go for it!!!,0,0,"Feb, 2020"
Deepak Meena,5,Must buy!,Awesome,0,0,"Feb, 2020"
Ravindra singh  Rathore,5,Terrific purchase,Nice gaming phone,0,0,"Feb, 2020"
Ankit Chahar,5,Just wow!,Best till nw reviewing after a year...abtk koi takkar ka nhi aaya h is segment me,0,0,"Feb, 2020"
PERACHI RAJ,5,Wonderful,Excellent phone. Good performance sturdy construction.,0,0,"Feb, 2020"
VIGNESH CHINNASAMY,5,Great product,Valuable,0,0,"Feb, 2020"
KUNAL KUMAR.,5,Highly recommended,"In 2019 it is also superstar, infact i like Poco F1 more than poco X2.",1,0,"Feb, 2020"
Mrugank Shukla,5,Fabulous!,Fantastic Product,0,0,"Feb, 2020"
Ezhil Sindhuja ,4,Good quality product,Gud product,0,0,"Feb, 2020"
Sheldon Cooper,5,Best in the market!,It's 2020 and poco is still relevant.,0,0,"Feb, 2020"
Venkatesh Rimmalapudi,5,Brilliant,Best for 13.5k not a good UI and small bugs need to be developed by the support team.,0,0,"Feb, 2020"
Manikanda Prasath P,5,Worth for this budget,OSM Product,0,0,"Feb, 2020"
Ravi Prajapati,5,Worth every penny,Nice and cool phone,0,0,"Feb, 2020"
Flipkart Customer,4,Really Nice,not bad,0,0,"Feb, 2020"
Neha Parveen ,5,Excellent,Osume product jst luv it,0,0,"Feb, 2020"
vijay dewangan,5,Classy product,Good phone for all work.playing downloading for all.go for it,0,0,"Feb, 2020"
Harbom Bam,2,Could be way better,After 1 week of use the product is not working.😳,0,1,"Feb, 2020"
Anantharaj V,5,Terrific purchase,Super,0,0,"Feb, 2020"
SHuBHaM Rai,4,Pretty good,did flipkart give the old phone of poco ?,0,2,"Feb, 2020"
Kalyan  Saha,5,Just wow!,good product,0,0,"Feb, 2020"
Kishor Thykkattu,5,Awesome,"Extinction happening ,i got it 👌🔥🔥🔥😆",0,1,"Feb, 2020"
Bijaya Kumar Patra,5,Super!,Wow.... Game fast,0,1,"Feb, 2020"
Ranjith kumar,5,Awesome,Excellent phone with great camera.,0,0,"Feb, 2020"
Flipkart Customer,5,Perfect product!,not bad,0,0,"Feb, 2020"
Karttavya Sharma,5,Must buy!,Great phone in this budget,0,0,"Feb, 2020"
Sheetal Raghav,5,Just wow!,Best in class,0,0,"Feb, 2020"
Flipkart Customer,5,Great product,Good performance,0,0,"Feb, 2020"
Flipkart Customer,5,Brilliant,It is very good camer is also very good and the best thing is it has snapdragon 845 processor,0,0,"Feb, 2020"
Bishal  Das,5,Best in the market!,Sup,0,0,"Feb, 2020"
Aklesh Chaurasiya,5,Perfect product!,Awesome processor,0,0,"Feb, 2020"
venkatesh Polepalli,5,Great product,Ex lent quality,0,0,"Feb, 2020"
Flipkart Customer,5,Highly recommended,Best phone .,0,0,"Feb, 2020"
bishnu  dey,5,Simply awesome,osam,0,0,"Feb, 2020"
Govind Bisht,5,Must buy!,fastest processor in Xaomi,0,0,"Feb, 2020"
Kaluruvenkatesh,4,Pretty good,Value of money ,0,0,"Feb, 2020"
Flipkart Customer,1,Waste of money!,The worst mobile ever i used regarding battery charging .It takes hourssssssss to full charge.charging only 30% in 10 hours.,0,2,"Feb, 2020"
Dev Kumar,5,Simply awesome,Excellent product ,0,0,"Feb, 2020"
Arun Mohan,4,Good quality product,Stellar performer .,0,0,"Feb, 2020"
Danish  Khan,5,Classy product,Nice one 👌🥰,0,0,"Feb, 2020"
Flipkart Customer,5,Great product,Good battery,1,0,"Feb, 2020"
G M Ganesh,5,Awesome,Excellent in this price,0,0,"Feb, 2020"
Flipkart Customer,5,Super!,Awesome mobile,0,0,"Feb, 2020"
nitin kumar soni,1,Waste of money!,Its has touch issues problem . Very disappointed by this product .,0,0,"Feb, 2020"
AZIZUL Mondal,5,Super!,Wow I love it,0,0,"Feb, 2020"
Bhaskar,5,Highly recommended,Poco f1  lonched in 2018 but i purchased in 2019 still it is the best mobile under 20k best gaming mobile,0,0,"Feb, 2020"
Ashwin M,5,Best in the market!,Great product. Could be better if we earphones along.,0,0,"Feb, 2020"
Techanical Neeraj Yadav,4,Really Nice,I'm very happy this prodecd,0,0,"Feb, 2020"
TANWEER KHAN,5,Wonderful,"Camera is awesome, Battery back up is also very good. Overall this is the best phone in this price range.",0,0,"Feb, 2020"
Alok Prakash,5,Must buy!,Nice product frm xiomi,0,0,"Feb, 2020"
Aditya Kumar Pandey,1,Phone became a brick,The phone became a brick suddenly one day in 6 months. Refuses to start up.,0,0,"Feb, 2020"
Adhin  K,5,Excellent,best phone really loved it....no touch issues no lag...best for gamers and best for pubg,1,0,"Feb, 2020"
Sundar KS,5,Worth every penny,More than a year,0,0,"Feb, 2020"
Virendra singh Bisht,4,Good choice,in this mobile everything is good. but maybe some battery issue. but this is good phone,0,0,"Feb, 2020"
Aditya Raj Behera,4,Good quality product,I only faced one issue. that's touch issue in the display. Screen is very sensitive,0,0,"Feb, 2020"
Sharon Das,5,Mind-blowing purchase,"It is my first flagship fone its ozm nd cool , bt i am disappointed on the quality of the display , that is the only demerit it have , otherwise its jst mind-blowing inthis price .",0,0,"Jan, 2020"
Saikat Dutta,5,Terrific purchase,nice phone. But it is a gaming phone.,0,0,"Jan, 2020"
Suraj Raman,5,Best in the market!,Good than vivo oppo,0,0,"Jan, 2020"
raheman n,4,Good choice,I have received my phone early as expected . But my phone lagging when i unlock my phone.,0,0,"Jan, 2020"
krishna c,3,Good,Camera 2.5*,0,1,"Jan, 2020"
Ashikuzzaman,5,Mind-blowing purchase,Good,0,0,"Jan, 2020"
Udesh RAWAT,5,Excellent,I love it...picture quality is good,0,0,"Jan, 2020"
Himanshu kumar,5,Mind-blowing purchase,Pubg killer ...best in mid-range..,0,0,"Jan, 2020"
Eluri Siva,5,Must buy!,Super mobile phone value for money,0,0,"Jan, 2020"
Suresh  Narwade ,3,Nice,Awesome,0,0,"Jan, 2020"
Asha  Thapa,5,Fabulous!,Very Smooth ❣️,0,0,"Jan, 2020"
Jitendra  Sharma,5,Terrific,Need to improve your delivery service......but the mobile is best for under 15000rs. The best proseccer,0,0,"Jan, 2020"
Janmejaya Ojha,5,Best in the market!,"pubg ping issue 😟, performance still good",0,0,"Jan, 2020"
SHAKTI SINGH,5,Simply awesome,Pros:,0,0,"Jan, 2020"
jatin saini,5,Brilliant,Nice,0,0,"Jan, 2020"
Flipkart Customer,3,Nice,"display is not so good ,but worth buying",0,0,"Jan, 2020"
Milan Nath,5,Perfect product!,Nice,0,0,"Jan, 2020"
dhruba roy,4,Pretty good,i love it 💖,0,0,"Jan, 2020"
Flipkart Customer,5,Must buy!,"My best purchase ever,",0,0,"Jan, 2020"
Vitthal   Dalve,5,Terrific purchase,Yh this phone is best in 2020 also,0,0,"Jan, 2020"
Bhushan Gangoji,5,Classy product,Good but camera is no clarity in lowlight,0,0,"Jan, 2020"
vaibhav ,4,Really Nice,"nice phone but disply and camera is avrage,performance r great",0,0,"Jan, 2020"
AKHIL JOSEPH,5,Excellent,Super,0,0,"Jan, 2020"
Flipkart Customer,5,Best in the market!,Battery Drains fast,0,0,"Jan, 2020"
Aatif AATIF,5,Fabulous!,Beast in every segment. Perfect Phone for gaming enthusiasts. Camera is Fabulous,0,0,"Jan, 2020"
Vishal Thakor,5,Excellent,Best deal,0,0,"Jan, 2020"
Piyushkumar Tripathi,5,Awesome,Good,0,0,"Jan, 2020"
Jay prakash Kumar,5,Mind-blowing purchase,Awsome phone,0,0,"Jan, 2020"
Flipkart Customer,5,Highly recommended,"This phone is crazy... It's almost one year now and i still don't feel like buying new phone.Its performance, memory,camera is still excellent.",0,0,"Jan, 2020"
Flipkart Customer,5,Super!,very nice phone...,0,0,"Jan, 2020"
King Aditya Pratap,5,Wonderful,This smartphone is awesome no lag in gaming experience,0,0,"Jan, 2020"
AMRJEET KUMAR,5,Simply awesome,Ok,0,0,"Jan, 2020"
Kajal Kashyap,5,Awesome,loving it,0,0,"Jan, 2020"
Flipkart Customer,3,Does the job,Great job with the phone specification,0,0,"Jan, 2020"
Vinay Suvarna,1,Hated it!,the phone stopped working after 2 months,0,0,"Jan, 2020"
Anas Rehman,5,Highly recommended,Great phone,0,0,"Jan, 2020"
Karthik CV,5,Must buy!,Beast,0,0,"Jan, 2020"
Pratyush Vishwakarma,4,Very Good,Its a beast mobile for every stream,0,0,"Jan, 2020"
Monish Sarkar,5,Worth every penny,worth it,0,0,"Jan, 2020"
Subhajit Jana,5,Just wow!,Good product absolutely great for bubgm!!!🤣,0,0,"Jan, 2020"
Flipkart Kartik jaitly,5,Perfect product!,Osm mobile,0,0,"Jan, 2020"
Barani Dharan,5,Fabulous!,Simply superb,0,0,"Jan, 2020"
KRISHAN KUMAR KUSHWAHA,5,Terrific purchase,Just love Poco......,0,0,"Jan, 2020"
Vishal  Singh,5,Perfect product!,Awesome speed,0,0,"Jan, 2020"
Flipkart Customer,4,Wonderful,overall average,0,0,"Jan, 2020"
Amit Dixit,5,Classy product,what a awesome performance thankyou redmi😍😍😍😍😍,0,0,"Jan, 2020"
Shantanu Devdhare,5,Must buy!,good personalizing features,0,0,"Jan, 2020"
Dhanush,5,Must buy!,My poco f1 very good and nice working and best mobile 🤩🤩🤩📱📱,0,0,"Jan, 2020"
Lova Raju,4,Nice product,nice mobile for this amount,0,0,"Jan, 2020"
Debanjan Bhattacharjee,2,Expected a better product,very screen touch issue,0,0,"Jan, 2020"
santosh kumar,5,Super!,loveable phone and very nice performance .loved it thanks mi for a such lovely phone.,0,0,"Jan, 2020"
Neeraj Kunwar,5,Must buy!,amazing deal for even in 2020,0,0,"Jan, 2020"
Sanju Maity,5,Just wow!,nice,0,0,"Jan, 2020"
Flipkart Customer,4,Good quality product,nice product in affordable price;),0,0,"Jan, 2020"
Manish Sahu,5,Just wow!,Good,0,0,"Jan, 2020"
Nikita Patil,5,Must buy!,Best Phone Ever!!!,0,0,"Jan, 2020"
Kedar Veerkar,3,Does the job,"Hardware is good, but MIUI has ruined it. Worst software",0,0,"Jan, 2020"
subbu bujji,5,Mind-blowing purchase,Nice performance,0,0,"Jan, 2020"
Flipkart Customer,4,Worth the money,phone is still the king of value money,0,0,"Jan, 2020"
Gajanan  Lokhande,4,Worth the money,Nice phone,0,0,"Jan, 2020"
Vishnu Mamidi,5,Just wow!,Really Awesome Mobile in performance and usage.,0,0,"Jan, 2020"
Jagadish  Kannan,5,Terrific purchase,awesome,0,0,"Jan, 2020"
Akhil K,5,Fabulous!,it's been 1 year n 4 months. still works fine,0,0,"Jan, 2020"
Dhanjit  Deka,4,Pretty good,Good,0,0,"Jan, 2020"
Rajesh Padala,5,Fabulous!,superb but small dents here battery drain early and charging very slow,0,0,"Jan, 2020"
Flipkart Customer,5,Brilliant,Awesome product,0,0,"Jan, 2020"
Ravi Kumar,5,Super!,Awesome phone really,0,0,"Jan, 2020"
Flipkart Customer,4,Very Good,good,0,0,"Jan, 2020"
Sourabh Subhashit Sharma,5,Must buy!,Super Phone,0,0,"Jan, 2020"
Ayush  Kumar,5,Perfect product!,THIS PHONE IS REALLY FANTASTIC,0,0,"Jan, 2020"
Vivek  Kumar,5,Best in the market!,you can't go wrong with this buy!❤️💯,0,0,"Jan, 2020"
A.Mohamed Thoufiq,5,Worth every penny,nice,0,0,"Jan, 2020"
Suraj Es,5,Terrific purchase,"great phone, display burns twice on my phone withing 1.5 years, one on my friend's.",0,0,"Jan, 2020"
ASIF  THOTTATHIL,4,Nice product,it shows value for its money.  Camera Has good quality  as it given in the specification. Battery has excellent capacity.,0,0,"Jan, 2020"
ARNAB KAYAL,3,Good,If u r buying this device for competitive pubg...just don't buy...a lot of issues,0,0,"Jan, 2020"
Apurba Sarkar,5,Perfect product!,good,0,1,"Jan, 2020"
Sibananda Nayak,5,Super!,good product...,0,0,"Jan, 2020"
Flipkart Customer,2,Could be way better,"If u r purchasing it for Playing Pubg mob.Just dont BUY it.okay ,Nowadays its too laggy on poco.Anyway i fixed my problem by overclocking and installing a new kernel.If u know to do it just go ahead",0,1,"Jan, 2020"
GOKULPRASANTH,5,Excellent,this is wonderful mobile.....😎🔥,0,0,"Jan, 2020"
Devendra Kumar,5,Terrific purchase,Good phone in this price,0,0,"Jan, 2020"
Tarun Chouhan,5,Terrific purchase,great performance in budget price,0,0,"Jan, 2020"
Hari Haran,5,Terrific,super one.... picture is not much quality....camera is poor one,0,0,"Jan, 2020"
Pratik Soundarkar,4,Nice product,satisfied,0,0,"Jan, 2020"
Rohit  Kumar,5,Terrific purchase,"camera performance and process are supab😘😘I love this phone ,",0,0,"Jan, 2020"
Flipkart Customer,5,Wonderful,very Dhansu phone,0,0,"Jan, 2020"
Shubhra Shantanu Nayak,5,Perfect product!,Go for it..,0,0,"Jan, 2020"
Rajesh Sevara,5,Brilliant,"On time Delivery And Best Product From MI ,,,,,,,",0,0,"Jan, 2020"
Ansula Bargayary,4,Pretty good,good quality product,0,0,"Jan, 2020"
Flipkart Customer,5,Super!,Nice,0,0,"Jan, 2020"
Saurabh Gupta,5,Just wow!,Great Purchase ! Beast,0,0,"Jan, 2020"
Sourabh S  Khot,5,Fabulous!,Excellent 😍,0,0,"Jan, 2020"
Salman Sk,5,Simply awesome,Awesome,0,0,"Jan, 2020"
Kanishk Zade,5,Worth every penny,a very good phone under 15k,0,0,"Jan, 2020"
Ranadheer  Kumar,5,Super!,Nic camera,0,0,"Jan, 2020"
Rakesh kumar  Sharma,4,Delightful,Very nice this price and good product by Xiaomi other product,0,0,"Jan, 2020"
Jitendra Joshi,2,Bad quality,"after 10 months , gets hanged with 6 gb ram, got a spot on screen and battery doesn't last 24 hrs",0,2,"Jan, 2020"
Bishwajit  Ghosh ,5,Great product,Very nice product thanks,0,0,"Jan, 2020"
Akash  Suvarna,5,Wonderful,top mobile,0,0,"Jan, 2020"
Saurabh Negi,3,Does the job,"after 15 days touch issue is occurring, big mistake i purchased by seeing the reviews about the phone. also i can't return it because of it's return policy we can't return it after 15 days. During gaming phone is lagging and there is a lot of touch issue. My major concern for buying this phone was related to gaming but now i am regretting on my choice. Will definitely not recommend it to anyone...",0,1,"Jan, 2020"
Mr Pawan Rai,4,Worth the money,nice,0,0,"Jan, 2020"
Sunita Sharma,5,Just wow!,good one,0,0,"Jan, 2020"
avinash  posupo,5,Must buy!,excellent mobile and flagship budget killer,0,0,"Jan, 2020"
Alistar Paul,5,Brilliant,love it,0,0,"Jan, 2020"
Pintu kumar Sarraf,5,Classy product,the phone is awesome and phone performance is very awesome,0,0,"Jan, 2020"
Akbar Pathan,5,Classy product,very very good,0,0,"Jan, 2020"
Harvinder  Singh,5,Terrific,Very nice phone,0,0,"Jan, 2020"
Ajish Mathew,3,Fair,super in this price range,0,0,"Jan, 2020"
shreeji soni,5,Brilliant,best,0,0,"Jan, 2020"
AMJITH,5,Terrific purchase,Best gameing phone,0,0,"Jan, 2020"
Suraj Mehetre,5,Super!,value for money,0,0,"Jan, 2020"
Aniket chapke,4,Nice product,osm,0,0,"Jan, 2020"
Ajay Balhara,4,Worth the money,good one to buy,0,0,"Jan, 2020"
Vani Priyanka,5,Must buy!,best phone,0,0,"Jan, 2020"
Rakesh Ray,5,Classy product,Best Value For Money still 2020...,0,0,"Jan, 2020"
Babin R,5,Fabulous!,good,0,0,"Jan, 2020"
jagadish,3,Fair,good,0,0,"Jan, 2020"
Anup  Ghosh,4,Value-for-money,best,0,0,"Jan, 2020"
Akash Singh,5,Simply awesome,I am In love with this phone😍😍😍,0,0,"Jan, 2020"
Sobita Lekthepi,5,Perfect product!,very nice product,0,0,"Jan, 2020"
Sourabh Yaduwanshi,5,Worth every penny,Awesome when i ran pubg in this it runs very smooth like oneplus so go and buy,0,0,"Jan, 2020"
Ramen Das,5,Perfect product!,camera most100% ,0,0,"Jan, 2020"
lohith babu,5,Fabulous!,"Let me keep it real and simple, this is a flagship killer!",0,0,"Jan, 2020"
VISHNU inturi,5,Must buy!,Awesome Camera Awesome Screen Long Lasting Battery Life 🤟🤟🤟🤟🤟🤟🤟,0,0,"Jan, 2020"
Suraj Chandekar,5,Wonderful,best phone ever the master of speed i am verry satisfied,0,0,"Jan, 2020"
Hirakjyoti Baruah,5,Brilliant,Superb phone... budget gaming phone 📱😇😇,0,0,"Jan, 2020"
malladi  sundar,5,Best in the market!,super phone,0,0,"Jan, 2020"
Mrityunjay Sarkar,5,Great product,Best for pubg,0,0,"Jan, 2020"
ManiKandan,5,Brilliant,awesome phone,0,0,"Jan, 2020"
Flipkart Customer,4,Good choice,Very Good Handset Even You Can Buy In 2020 Still Unbeatable. 😎😎😎,0,0,"Jan, 2020"
Dhaval Patel,5,Must buy!,Almost 1.5 years completed. No any issue in Device.,0,0,"Jan, 2020"
Flipkart Customer,5,Wonderful,heavy item,0,0,"Jan, 2020"
bharath rock,5,Must buy!,wrast i. pubg game,0,0,"Jan, 2020"
Sandesh Roy,5,MUST BUY,WORTH EVERY PENNY,0,0,"Jan, 2020"
Kshitij Pandey,5,Awesome,Best phone,0,0,"Jan, 2020"
arvind  ahuja,5,Excellent,Just Incredible,0,0,"Jan, 2020"
Anilkumar ap Anilkumar ap,4,Good choice,Good pH,0,0,"Jan, 2020"
Flipkart Customer,2,Could be way better,"within a 3 month, its display getting blurred, yellow color mark also appeared on the screen",0,0,"Jan, 2020"
Flipkart Customer,5,Classy product,Best in performance and camera is awesome.,0,0,"Jan, 2020"
Mahendran Mahe,5,Great product,Amazing phone,0,0,"Jan, 2020"
Prasad Chintala,5,Highly recommended,Good product,0,0,"Jan, 2020"
Khursid Bhuyan,4,Value-for-money,not bad,0,0,"Jan, 2020"
Sridharan s,3,Does the job,they didn't give headsets no headsets available,0,0,"Jan, 2020"
Sipai Mohsin,3,Decent product,average,0,0,"Jan, 2020"
ravindra yadav,5,Brilliant,mobile is excellent performance,0,0,"Jan, 2020"
shubham sharma,4,Really Nice,Product is cheaper than other mobile phones.. so it's not a bad deal u may buy this product..giving good performance..,0,0,"Jan, 2020"
Arijit Chakraborty,5,Brilliant,Awesome,0,0,"Jan, 2020"
Suman Barman,4,Wonderful,Good,0,0,"Jan, 2020"
Anbazhagan G,5,Great product,super,0,0,"Jan, 2020"
Flipkart Customer,1,Absolute rubbish!,Received a faulty device. Moreover very poor response from flipkart for replacement. Never expected this from a brand I loved the Most!,0,0,"Jan, 2020"
Nabadeep  Das,5,Wonderful,I am very happy with Flipkart,0,0,"Jan, 2020"
Jay Tibrewal,1,Not recommended at all,The phone started to slow down with normal usage in less than 6 months,0,0,"Jan, 2020"
Prabhat  Yadav,4,Pretty good,Nice product.,0,0,"Jan, 2020"
Sameer Maddheshiya,5,Terrific purchase,Best phone at this price.,0,0,"Jan, 2020"
Ameershaji Flip,4,Delightful,Good one ,0,0,"Jan, 2020"
Amarnath ,2,Slightly disappointed,dont buy i bought a new phone within 20 days phone was not working,0,0,"Jan, 2020"
Muhammed Aslam,1,Useless product,poor cheeper quality worst thing ever bought in Flipkart shame on poor build and software also ,0,0,"Jan, 2020"
Flipkart Customer,5,Brilliant,Nice performance♥️ dont think go for it i suggest🥰,0,0,"Jan, 2020"
Ragupathi P,5,Classy product,Super phone,0,0,"Jan, 2020"
Dinesh Solanki,4,Nice product,Go 4 it,0,0,"Jan, 2020"
Sahadev Dey,5,Mind-blowing purchase,very good phone for gaming.,0,0,"Jan, 2020"
Jyotirmoy pramanik,5,Excellent,I just freaking addicted to poco f1,0,0,"Jan, 2020"
Anukaran Lakra,5,Perfect product!,nice phone very very good phone,0,0,"Jan, 2020"
Rahul Pramanik,5,Super!,Beast in reach,0,0,"Jan, 2020"
Rajdeep  Singh,5,Mind-blowing purchase,beast phone in this price 13 k,0,0,"Jan, 2020"
Mohd Belal,5,Terrific,"awesome  phone, but the name is wired",0,0,"Jan, 2020"
SUMIT PARASHARI,5,Just wow!,Competitive,0,0,"Jan, 2020"
